trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1065.avi","zero","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
2,"1019.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
3,"1026.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
4,"1138.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
5,"1141.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
6,"1021.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
7,"1188.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann"
8,"1038.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
9,"1167.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
10,"1120.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
11,"1089.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
12,"1092.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
13,"1069.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch"
14,"1112.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
15,"1152.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
16,"1173.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
