trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1153-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch22.wav","Theta",0,"orch"
2,"1163-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch"
3,"1116-sin-37.5Hz-ninety.avi","zero","sin-zero-ep24.wav","Gamma",0,"ep"
4,"1110-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep4.wav","Gamma",90,"ep"
5,"1165-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch6.wav","Theta",180,"orch"
6,"1142-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar14.wav","Gamma",270,"guitar"
7,"1130-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar8.wav","Gamma",180,"guitar"
8,"1109-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep3.wav","Gamma",90,"ep"
9,"1159-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch21.wav","Theta",0,"orch"
10,"1138-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar15.wav","Gamma",270,"guitar"
11,"1121-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar10.wav","Gamma",180,"guitar"
12,"1113-sin-37.5Hz-ninety.avi","zero","sin-zero-ep11.wav","Gamma",0,"ep"
