trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1064-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir13.wav","Gamma",270,"choir"
2,"1080-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar21.wav","Theta",0,"dar"
3,"1074-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar"
4,"1047-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic2.wav","Gamma",90,"acoustic"
5,"1072-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir10.wav","Gamma",180,"choir"
6,"1054-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir15.wav","Gamma",270,"choir"
7,"1095-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar22.wav","Theta",0,"dar"
8,"1073-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar6.wav","Theta",180,"dar"
9,"1045-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic24.wav","Gamma",0,"acoustic"
10,"1051-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir8.wav","Gamma",180,"choir"
11,"1027-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic23.wav","Gamma",0,"acoustic"
12,"1039-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic3.wav","Gamma",90,"acoustic"
