trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1133-sin-37.5Hz-ninety.avi","zero","sin-zero-synth12.wav","Gamma",0,"synth"
2,"1145-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann9.wav","Gamma",180,"yann"
3,"1127-sin-37.5Hz-ninety.avi","zero","sin-zero-synth11.wav","Gamma",0,"synth"
4,"1171-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic5.wav","Theta",180,"acoustic"
5,"1153-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann13.wav","Gamma",270,"yann"
6,"1151-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann8.wav","Gamma",180,"yann"
7,"1139-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth3.wav","Gamma",90,"synth"
8,"1148-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann14.wav","Gamma",270,"yann"
9,"1179-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic19.wav","Theta",0,"acoustic"
10,"1192-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic25.wav","Theta",0,"acoustic"
11,"1122-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth1.wav","Gamma",90,"synth"
12,"1169-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic6.wav","Theta",180,"acoustic"
