respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
7,10,1,1012.avi,zero,sin-zero-4Hz-orch1.wav,0,orch,4,1.52632660916061,14586.8978420763
7,10,2,1141.avi,oneeighty,sin-oneeighty-4Hz-yann22.wav,180,yann,2,2.61414838461315,14594.0019069181
7,10,3,1026.avi,oneeighty,sin-oneeighty-4Hz-orch15.wav,180,orch,2,1.88405865350433,14602.8119148422
7,10,4,1124.avi,oneeighty,sin-oneeighty-4Hz-yann17.wav,180,yann,2,1.11379081859741,14611.1421241142
7,10,5,1113.avi,zero,sin-zero-4Hz-yann7.wav,0,yann,3,1.23333831420314,14617.6864313583
7,10,6,1014.avi,zero,sin-zero-4Hz-orch8.wav,0,orch,4,1.7929567494557,14623.8707905243
7,10,7,1077.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,5,1.50202328933483,14630.3616756851
7,10,8,1057.avi,zero,sin-zero-4Hz-synth10.wav,0,synth,5,0.453711275631576,14636.7459255737
7,10,9,1169.avi,oneeighty,sin-oneeighty-4Hz-acoustic14.wav,180,acoustic,2,1.29583644637569,14642.863709238
7,10,10,1056.avi,zero,sin-zero-4Hz-synth2.wav,0,synth,1,1.34619091821696,14649.3412897432
7,10,11,1157.avi,zero,sin-zero-4Hz-acoustic5.wav,0,acoustic,5,0.674323922508847,14657.1250744489
7,10,12,1095.avi,oneeighty,sin-oneeighty-4Hz-synth24.wav,180,synth,5,1.07140120899203,14663.6959550816
7,10,13,1190.avi,oneeighty,sin-oneeighty-4Hz-acoustic23.wav,180,acoustic,5,0.401670251383621,14669.8936201106
7,10,14,1100.avi,zero,sin-zero-4Hz-yann10.wav,0,yann,5,0.627793550529532,14675.6914412069
7,10,15,1148.avi,zero,sin-zero-4Hz-acoustic9.wav,0,acoustic,3,1.42169757069314,14681.0095098372
7,10,16,1036.avi,oneeighty,sin-oneeighty-4Hz-orch16.wav,180,orch,5,1.08568483174531,14688.1534436671
