trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1103.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
2,"1186.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
3,"1019.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
4,"1062.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
5,"1125.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
6,"1004.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
7,"1159.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth"
8,"1047.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
9,"1168.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
10,"1139.avi","oneeighty","sin-oneeighty-4Hz-orch23.wav","Theta",180,"orch"
11,"1170.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth"
12,"1028.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
13,"1078.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
14,"1057.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
15,"1088.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
16,"1116.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
