trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1148.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
2,"1084.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
3,"1185.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
4,"1052.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
5,"1104.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
6,"1111.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
7,"1013.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
8,"1182.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
9,"1031.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
10,"1010.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar"
11,"1042.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
12,"1059.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
13,"1155.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
14,"1138.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
15,"1129.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
16,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
