trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1162.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch"
2,"1173.avi","oneeighty","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch"
3,"1095.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir"
4,"1100.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
5,"1021.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic"
6,"1157.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
7,"1033.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
8,"1112.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar"
9,"1011.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
10,"1083.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
11,"1035.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
12,"1144.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar"
13,"1070.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
14,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
15,"1065.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
16,"1169.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
