trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1187.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch","1187.avi","1188.avi","1161.avi","1163.avi",1
2,"1068.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1068.avi","1096.avi","1055.avi","1085.avi",1
3,"1044.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar","1017.avi","1046.avi","1044.avi","1024.avi",3
4,"1096.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1055.avi","1068.avi","1096.avi","1085.avi",3
5,"1163.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch","1188.avi","1163.avi","1161.avi","1187.avi",2
6,"1161.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1188.avi","1161.avi","1163.avi","1187.avi",2
7,"1127.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1134.avi","1127.avi","1120.avi","1107.avi",2
8,"1107.avi","zero","sin-zero-4Hz-guitar9.wav","Theta",0,"guitar","1127.avi","1107.avi","1134.avi","1120.avi",2
9,"1017.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1017.avi","1046.avi","1024.avi","1044.avi",1
10,"1120.avi","zero","sin-zero-4Hz-guitar3.wav","Theta",0,"guitar","1107.avi","1134.avi","1120.avi","1127.avi",3
11,"1134.avi","oneeighty","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar","1127.avi","1120.avi","1107.avi","1134.avi",4
12,"1055.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1085.avi","1068.avi","1096.avi","1055.avi",4
13,"1046.avi","oneeighty","sin-oneeighty-4Hz-dar24.wav","Theta",180,"dar","1024.avi","1044.avi","1017.avi","1046.avi",4
14,"1085.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep","1096.avi","1085.avi","1055.avi","1068.avi",2
15,"1188.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1187.avi","1161.avi","1163.avi","1188.avi",4
16,"1024.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar","1024.avi","1044.avi","1046.avi","1017.avi",1
