trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1100.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar","1100.avi","1143.avi","1144.avi","1112.avi",1
2,"1095.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir","1095.avi","1065.avi","1083.avi","1070.avi",1
3,"1070.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir","1083.avi","1065.avi","1070.avi","1095.avi",3
4,"1162.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1157.avi","1169.avi","1173.avi","1162.avi",4
5,"1157.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch","1173.avi","1169.avi","1157.avi","1162.avi",3
6,"1065.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir","1065.avi","1083.avi","1070.avi","1095.avi",1
7,"1173.avi","oneeighty","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch","1157.avi","1169.avi","1173.avi","1162.avi",3
8,"1112.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar","1100.avi","1112.avi","1144.avi","1143.avi",2
9,"1021.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic","1035.avi","1033.avi","1011.avi","1021.avi",4
10,"1144.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1144.avi","1143.avi","1112.avi","1100.avi",1
11,"1035.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1033.avi","1035.avi","1021.avi","1011.avi",2
12,"1083.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir","1083.avi","1065.avi","1070.avi","1095.avi",1
13,"1169.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1169.avi","1157.avi","1173.avi","1162.avi",1
14,"1143.avi","oneeighty","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar","1112.avi","1143.avi","1100.avi","1144.avi",2
15,"1033.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic","1011.avi","1033.avi","1035.avi","1021.avi",2
16,"1011.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic","1033.avi","1011.avi","1035.avi","1021.avi",2
