trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1064-sin-37.5Hz-ninety.avi","zero","sin-zero-orch24.wav","Gamma",0,"orch"
2,"1072-sin-37.5Hz-ninety.avi","zero","sin-zero-orch12.wav","Gamma",0,"orch"
3,"1091-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth13.wav","Gamma",270,"synth"
4,"1118-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann22.wav","Theta",0,"yann"
5,"1050-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch1.wav","Gamma",90,"orch"
6,"1053-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch3.wav","Gamma",90,"orch"
7,"1112-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann20.wav","Theta",0,"yann"
8,"1100-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann6.wav","Theta",180,"yann"
9,"1097-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann5.wav","Theta",180,"yann"
10,"1092-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth7.wav","Gamma",180,"synth"
11,"1080-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth9.wav","Gamma",180,"synth"
12,"1086-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth14.wav","Gamma",270,"synth"
