trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1163-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir20.wav","Theta",0,"choir"
2,"1165-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir19.wav","Theta",0,"choir"
3,"1140-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic15.wav","Gamma",270,"acoustic"
4,"1107-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann3.wav","Gamma",90,"yann"
5,"1103-sin-37.5Hz-ninety.avi","zero","sin-zero-yann11.wav","Gamma",0,"yann"
6,"1144-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic14.wav","Gamma",270,"acoustic"
7,"1113-sin-37.5Hz-ninety.avi","zero","sin-zero-yann24.wav","Gamma",0,"yann"
8,"1125-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic10.wav","Gamma",180,"acoustic"
9,"1116-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann4.wav","Gamma",90,"yann"
10,"1155-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
11,"1135-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic9.wav","Gamma",180,"acoustic"
12,"1154-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir6.wav","Theta",180,"choir"
