respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
12,1,1,1172.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,1,25.4226170010115,13007.6785378024
12,1,2,1161.avi,zero,sin-zero-4Hz-synth8.wav,0,synth,3,3.56991473683775,13037.6270215852
12,1,3,1067.avi,zero,sin-zero-4Hz-dar3.wav,0,dar,2,3.4744544078294,13046.3303909065
12,1,4,1142.avi,oneeighty,sin-oneeighty-4Hz-orch18.wav,180,orch,3,0.552266514927396,13055.6602393527
12,1,5,1100.avi,zero,sin-zero-4Hz-orch2.wav,0,orch,4,1.52031146939771,13062.3643410104
12,1,6,1084.avi,oneeighty,sin-oneeighty-4Hz-dar13.wav,180,dar,2,4.08003085110613,13069.3083015741
12,1,7,1065.avi,zero,sin-zero-4Hz-dar1.wav,0,dar,4,1.18458501185523,13078.0916365426
12,1,8,1131.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,4,2.63525357829167,13085.4488642898
12,1,9,1023.avi,zero,sin-zero-4Hz-choir9.wav,0,choir,2,2.3078071111504,13094.2723026789
12,1,10,1157.avi,zero,sin-zero-4Hz-synth3.wav,0,synth,5,3.713440004105,13101.4427912705
12,1,11,1033.avi,oneeighty,sin-oneeighty-4Hz-choir16.wav,180,choir,2,2.70877611363539,13111.5990038292
12,1,12,1040.avi,oneeighty,sin-oneeighty-4Hz-choir14.wav,180,choir,2,1.89564688462633,13119.1961113115
12,1,13,1176.avi,oneeighty,sin-oneeighty-4Hz-synth22.wav,180,synth,2,0.777996398692267,13125.9936287332
12,1,14,1006.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,4,1.63284435435344,13131.9387714196
12,1,15,1093.avi,oneeighty,sin-oneeighty-4Hz-dar19.wav,180,dar,4,0.87084283594595,13138.9086457058
12,1,16,1112.avi,zero,sin-zero-4Hz-orch3.wav,0,orch,4,2.60940747460154,13145.9059687233
