trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1057.avi","zero","sin-zero-4Hz-ep12.wav","Theta",0,"ep","1070.avi","1078.avi","1090.avi","1057.avi",4
2,"1172.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1169.avi","1149.avi","1150.avi","1172.avi",4
3,"1142.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1117.avi","1142.avi","1130.avi","1114.avi",2
4,"1150.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann","1149.avi","1150.avi","1169.avi","1172.avi",2
5,"1001.avi","zero","sin-zero-4Hz-dar12.wav","Theta",0,"dar","1043.avi","1002.avi","1001.avi","1039.avi",3
6,"1130.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1114.avi","1142.avi","1130.avi","1117.avi",3
7,"1117.avi","zero","sin-zero-4Hz-synth11.wav","Theta",0,"synth","1130.avi","1117.avi","1142.avi","1114.avi",2
8,"1070.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep","1057.avi","1070.avi","1078.avi","1090.avi",2
9,"1039.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar","1043.avi","1002.avi","1039.avi","1001.avi",3
10,"1169.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann","1150.avi","1169.avi","1172.avi","1149.avi",2
11,"1090.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep","1078.avi","1057.avi","1090.avi","1070.avi",3
12,"1114.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth","1130.avi","1142.avi","1114.avi","1117.avi",3
13,"1149.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1150.avi","1149.avi","1172.avi","1169.avi",2
14,"1078.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep","1057.avi","1090.avi","1078.avi","1070.avi",3
15,"1043.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar","1039.avi","1002.avi","1001.avi","1043.avi",4
16,"1002.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar","1002.avi","1043.avi","1039.avi","1001.avi",1
