trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1068.avi","zero","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
2,"1164.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
3,"1044.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic"
4,"1123.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
5,"1180.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
6,"1137.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar"
7,"1007.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
8,"1063.avi","zero","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
9,"1167.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
10,"1094.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir"
11,"1116.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
12,"1092.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir"
13,"1120.avi","zero","sin-zero-4Hz-dar1.wav","Theta",0,"dar"
14,"1176.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
15,"1031.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic"
16,"1010.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
