trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1109.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
2,"1107.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
3,"1156.avi","zero","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
4,"1061.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch"
5,"1173.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann"
6,"1086.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
7,"1134.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
8,"1127.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth"
9,"1184.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
10,"1016.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
11,"1056.avi","zero","sin-zero-4Hz-orch8.wav","Theta",0,"orch"
12,"1152.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
13,"1038.avi","oneeighty","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar"
14,"1027.avi","oneeighty","sin-oneeighty-4Hz-guitar14.wav","Theta",180,"guitar"
15,"1077.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
16,"1023.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
