trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1081.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann"
2,"1093.avi","oneeighty","sin-oneeighty-4Hz-yann23.wav","Theta",180,"yann"
3,"1011.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
4,"1168.avi","zero","sin-zero-4Hz-choir9.wav","Theta",0,"choir"
5,"1097.avi","zero","sin-zero-4Hz-acoustic2.wav","Theta",0,"acoustic"
6,"1053.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
7,"1158.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
8,"1071.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
9,"1136.avi","oneeighty","sin-oneeighty-4Hz-acoustic15.wav","Theta",180,"acoustic"
10,"1024.avi","zero","sin-zero-4Hz-synth8.wav","Theta",0,"synth"
11,"1139.avi","oneeighty","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
12,"1190.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
13,"1040.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
14,"1102.avi","zero","sin-zero-4Hz-acoustic4.wav","Theta",0,"acoustic"
15,"1032.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth"
16,"1186.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
