trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1084.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth"
2,"1012.avi","zero","sin-zero-4Hz-orch2.wav","Theta",0,"orch"
3,"1191.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
4,"1046.avi","oneeighty","sin-oneeighty-4Hz-orch14.wav","Theta",180,"orch"
5,"1083.avi","oneeighty","sin-oneeighty-4Hz-synth22.wav","Theta",180,"synth"
6,"1019.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
7,"1179.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic"
8,"1161.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic"
9,"1113.avi","zero","sin-zero-4Hz-yann12.wav","Theta",0,"yann"
10,"1145.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic"
11,"1138.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
12,"1118.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
13,"1041.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch"
14,"1060.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth"
15,"1055.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth"
16,"1144.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
