trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1047.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep"
2,"1006.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
3,"1085.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
4,"1165.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
5,"1175.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
6,"1185.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth"
7,"1101.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch"
8,"1160.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
9,"1104.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
10,"1020.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
11,"1133.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
12,"1066.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
13,"1128.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
14,"1089.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
15,"1050.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
16,"1034.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep"
