trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1165.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth","1185.avi","1165.avi","1160.avi","1175.avi",2
2,"1133.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch","1133.avi","1104.avi","1128.avi","1101.avi",1
3,"1160.avi","zero","sin-zero-4Hz-synth9.wav","Theta",0,"synth","1165.avi","1175.avi","1185.avi","1160.avi",4
4,"1085.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar","1066.avi","1089.avi","1050.avi","1085.avi",4
5,"1101.avi","zero","sin-zero-4Hz-orch10.wav","Theta",0,"orch","1128.avi","1101.avi","1104.avi","1133.avi",2
6,"1175.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth","1185.avi","1175.avi","1165.avi","1160.avi",2
7,"1066.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1089.avi","1050.avi","1066.avi","1085.avi",3
8,"1006.avi","zero","sin-zero-4Hz-ep11.wav","Theta",0,"ep","1034.avi","1047.avi","1006.avi","1020.avi",3
9,"1050.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar","1050.avi","1089.avi","1085.avi","1066.avi",1
10,"1089.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1089.avi","1085.avi","1066.avi","1050.avi",1
11,"1104.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1104.avi","1101.avi","1133.avi","1128.avi",1
12,"1128.avi","oneeighty","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch","1128.avi","1133.avi","1101.avi","1104.avi",1
13,"1020.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep","1047.avi","1034.avi","1006.avi","1020.avi",4
14,"1034.avi","oneeighty","sin-oneeighty-4Hz-ep19.wav","Theta",180,"ep","1006.avi","1034.avi","1020.avi","1047.avi",2
15,"1185.avi","oneeighty","sin-oneeighty-4Hz-synth23.wav","Theta",180,"synth","1175.avi","1185.avi","1165.avi","1160.avi",2
16,"1047.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1020.avi","1047.avi","1006.avi","1034.avi",2
