trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1035.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch"
2,"1097.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann"
3,"1166.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic"
4,"1171.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic"
5,"1052.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
6,"1143.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
7,"1001.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
8,"1114.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
9,"1026.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
10,"1082.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth"
11,"1004.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
12,"1134.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann"
13,"1076.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
14,"1145.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic"
15,"1176.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic"
16,"1058.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth"
