trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1143.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann","1143.avi","1134.avi","1114.avi","1097.avi",1
2,"1004.avi","zero","sin-zero-4Hz-orch7.wav","Theta",0,"orch","1001.avi","1004.avi","1035.avi","1026.avi",2
3,"1097.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1143.avi","1097.avi","1134.avi","1114.avi",2
4,"1134.avi","oneeighty","sin-oneeighty-4Hz-yann20.wav","Theta",180,"yann","1114.avi","1097.avi","1143.avi","1134.avi",4
5,"1076.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1076.avi","1082.avi","1052.avi","1058.avi",1
6,"1035.avi","oneeighty","sin-oneeighty-4Hz-orch19.wav","Theta",180,"orch","1026.avi","1004.avi","1001.avi","1035.avi",4
7,"1171.avi","oneeighty","sin-oneeighty-4Hz-acoustic14.wav","Theta",180,"acoustic","1176.avi","1166.avi","1171.avi","1145.avi",3
8,"1082.avi","oneeighty","sin-oneeighty-4Hz-synth24.wav","Theta",180,"synth","1058.avi","1076.avi","1052.avi","1082.avi",4
9,"1145.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1145.avi","1176.avi","1171.avi","1166.avi",1
10,"1026.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch","1035.avi","1026.avi","1004.avi","1001.avi",2
11,"1001.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch","1026.avi","1001.avi","1004.avi","1035.avi",2
12,"1114.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann","1114.avi","1143.avi","1097.avi","1134.avi",1
13,"1058.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth","1052.avi","1076.avi","1058.avi","1082.avi",3
14,"1176.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1171.avi","1145.avi","1176.avi","1166.avi",3
15,"1166.avi","zero","sin-zero-4Hz-acoustic11.wav","Theta",0,"acoustic","1166.avi","1171.avi","1145.avi","1176.avi",1
16,"1052.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth","1082.avi","1076.avi","1058.avi","1052.avi",4
