trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1107.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar"
2,"1155.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
3,"1170.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
4,"1034.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
5,"1125.avi","oneeighty","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
6,"1011.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
7,"1069.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
8,"1126.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
9,"1041.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic"
10,"1065.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
11,"1190.avi","oneeighty","sin-oneeighty-4Hz-yann18.wav","Theta",180,"yann"
12,"1152.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann"
13,"1083.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
14,"1019.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic"
15,"1118.avi","zero","sin-zero-4Hz-guitar11.wav","Theta",0,"guitar"
16,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep24.wav","Theta",180,"ep"
