trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1086.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
2,"1182.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann"
3,"1100.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth"
4,"1162.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
5,"1078.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
6,"1032.avi","oneeighty","sin-oneeighty-4Hz-dar13.wav","Theta",180,"dar"
7,"1053.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
8,"1181.avi","oneeighty","sin-oneeighty-4Hz-yann19.wav","Theta",180,"yann"
9,"1012.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
10,"1020.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
11,"1122.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
12,"1067.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
13,"1117.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
14,"1135.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
15,"1151.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
16,"1043.avi","oneeighty","sin-oneeighty-4Hz-dar17.wav","Theta",180,"dar"
