trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1046.avi","oneeighty","sin-oneeighty-4Hz-choir24.wav","Theta",180,"choir","1046.avi","1007.avi","1030.avi","1003.avi",1
2,"1074.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar","1074.avi","1075.avi","1051.avi","1057.avi",1
3,"1180.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth","1165.avi","1180.avi","1178.avi","1150.avi",2
4,"1051.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar","1057.avi","1075.avi","1074.avi","1051.avi",4
5,"1116.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1142.avi","1116.avi","1130.avi","1104.avi",2
6,"1178.avi","oneeighty","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth","1178.avi","1180.avi","1165.avi","1150.avi",1
7,"1057.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar","1075.avi","1074.avi","1051.avi","1057.avi",4
8,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar19.wav","Theta",180,"dar","1057.avi","1051.avi","1075.avi","1074.avi",3
9,"1104.avi","zero","sin-zero-4Hz-orch3.wav","Theta",0,"orch","1116.avi","1104.avi","1130.avi","1142.avi",2
10,"1030.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1003.avi","1007.avi","1046.avi","1030.avi",4
11,"1165.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth","1178.avi","1150.avi","1165.avi","1180.avi",3
12,"1142.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch","1130.avi","1142.avi","1104.avi","1116.avi",2
13,"1007.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir","1007.avi","1003.avi","1030.avi","1046.avi",1
14,"1003.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1046.avi","1030.avi","1003.avi","1007.avi",3
15,"1150.avi","zero","sin-zero-4Hz-synth11.wav","Theta",0,"synth","1165.avi","1178.avi","1150.avi","1180.avi",3
16,"1130.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1130.avi","1142.avi","1116.avi","1104.avi",1
