respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,1,1,1018.avi,zero,sin-zero-4Hz-guitar8.wav,0,guitar,1,5.25150634418242,489127.252542069
1,1,2,1172.avi,oneeighty,sin-oneeighty-4Hz-yann13.wav,180,yann,1,1.10384597734082,489137.887868224
1,1,3,1093.avi,oneeighty,sin-oneeighty-4Hz-orch22.wav,180,orch,2,2.54612643149449,489144.085836863
1,1,4,1063.avi,zero,sin-zero-4Hz-orch6.wav,0,orch,2,0.733045930508524,489152.442616438
1,1,5,1041.avi,oneeighty,sin-oneeighty-4Hz-guitar23.wav,180,guitar,2,2.66355999535881,489159.560116414
1,1,6,1149.avi,zero,sin-zero-4Hz-yann4.wav,0,yann,1,2.46011719899252,489168.035514101
1,1,7,1105.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,1,4.15057313523721,489174.993009235
1,1,8,1086.avi,oneeighty,sin-oneeighty-4Hz-orch24.wav,180,orch,1,0.67859355150722,489185.456968366
1,1,9,1064.avi,zero,sin-zero-4Hz-orch4.wav,0,orch,1,1.35522342188051,489190.988281609
1,1,10,1009.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,1,0.549917950993404,489198.785649944
1,1,11,1133.avi,oneeighty,sin-oneeighty-4Hz-synth15.wav,180,synth,1,2.83217846945627,489205.183300651
1,1,12,1161.avi,zero,sin-zero-4Hz-yann11.wav,0,yann,1,6.77704114158405,489214.04637276
1,1,13,1029.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,1,2.94306803966174,489226.68031664
1,1,14,1142.avi,oneeighty,sin-oneeighty-4Hz-synth20.wav,180,synth,1,0.831667097343598,489236.023683413
1,1,15,1190.avi,oneeighty,sin-oneeighty-4Hz-yann24.wav,180,yann,1,2.5657508657896,489241.329578743
1,1,16,1098.avi,zero,sin-zero-4Hz-synth6.wav,0,synth,1,0.710361715813633,489250.272973107
