respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
1,8,1,1073.avi,oneeighty,sin-oneeighty-4Hz-ep19.wav,180,ep,5,1.71722691041577,10534.7040675341
1,8,2,1178.avi,oneeighty,sin-oneeighty-4Hz-yann15.wav,180,yann,4,0.978836868471262,10542.6343360919
1,8,3,1173.avi,oneeighty,sin-oneeighty-4Hz-yann14.wav,180,yann,2,1.11214071926406,10549.5649584402
1,8,4,1168.avi,zero,sin-zero-4Hz-yann8.wav,0,yann,4,0.97881000212692,10557.042165065
1,8,5,1110.avi,zero,sin-zero-4Hz-guitar12.wav,0,guitar,1,0.853105100228277,10562.6399949286
1,8,6,1059.avi,zero,sin-zero-4Hz-ep9.wav,0,ep,2,1.0308700318019,10568.1579236845
1,8,7,1123.avi,oneeighty,sin-oneeighty-4Hz-guitar24.wav,180,guitar,1,0.899678056686753,10574.0490380189
1,8,8,1061.avi,zero,sin-zero-4Hz-ep5.wav,0,ep,4,0.902094216340629,10580.8065088999
1,8,9,1047.avi,oneeighty,sin-oneeighty-4Hz-acoustic19.wav,180,acoustic,2,1.38208769597077,10587.8304036442
1,8,10,1102.avi,zero,sin-zero-4Hz-guitar11.wav,0,guitar,1,0.885821061099705,10594.6545238846
1,8,11,1007.avi,zero,sin-zero-4Hz-acoustic2.wav,0,acoustic,1,1.34140329852198,10600.6788611689
1,8,12,1002.avi,zero,sin-zero-4Hz-acoustic5.wav,0,acoustic,3,1.1787303087076,10607.9294725292
1,8,13,1074.avi,oneeighty,sin-oneeighty-4Hz-ep21.wav,180,ep,2,0.890708320566773,10615.3133276683
1,8,14,1155.avi,zero,sin-zero-4Hz-yann2.wav,0,yann,4,1.57822709304673,10621.1777613091
1,8,15,1027.avi,oneeighty,sin-oneeighty-4Hz-acoustic15.wav,180,acoustic,1,0.86588502714585,10627.4420400912
1,8,16,1121.avi,oneeighty,sin-oneeighty-4Hz-guitar19.wav,180,guitar,1,1.31874500972845,10633.5330542051
