trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1097-sin-37.5Hz-ninety.avi","zero","sin-zero-choir7.wav","Gamma",0,"choir"
2,"1161-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep11.wav","Theta",0,"ep"
3,"1158-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep12.wav","Theta",0,"ep"
4,"1168-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep1.wav","Theta",180,"ep"
5,"1117-sin-37.5Hz-ninety.avi","zero","sin-zero-choir8.wav","Gamma",0,"choir"
6,"1098-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir15.wav","Gamma",90,"choir"
7,"1137-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar22.wav","Gamma",180,"dar"
8,"1140-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar17.wav","Gamma",270,"dar"
9,"1101-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir13.wav","Gamma",90,"choir"
10,"1150-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep4.wav","Theta",180,"ep"
11,"1143-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar5.wav","Gamma",270,"dar"
12,"1125-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar19.wav","Gamma",180,"dar"
