trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1181-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar21.wav","Gamma",180,"guitar"
2,"1020-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch3.wav","Theta",180,"orch"
3,"1157-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep15.wav","Gamma",90,"ep"
4,"1152-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep16.wav","Gamma",90,"ep"
5,"1162-sin-37.5Hz-ninety.avi","zero","sin-zero-ep9.wav","Gamma",0,"ep"
6,"1016-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch24.wav","Theta",0,"orch"
7,"1178-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar18.wav","Gamma",270,"guitar"
8,"1188-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar17.wav","Gamma",270,"guitar"
9,"1154-sin-37.5Hz-ninety.avi","zero","sin-zero-ep7.wav","Gamma",0,"ep"
10,"1009-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch12.wav","Theta",0,"orch"
11,"1185-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar22.wav","Gamma",180,"guitar"
12,"1006-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch4.wav","Theta",180,"orch"
