trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1080-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir24.wav","Gamma",270,"choir"
2,"1102-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar10.wav","Theta",180,"dar"
3,"1108-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
4,"1114-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-dar9.wav","Theta",180,"dar"
5,"1057-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic13.wav","Gamma",0,"acoustic"
6,"1070-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic19.wav","Gamma",90,"acoustic"
7,"1061-sin-37.5Hz-ninety.avi","ninety","sin-ninety-acoustic20.wav","Gamma",90,"acoustic"
8,"1073-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-choir23.wav","Gamma",270,"choir"
9,"1109-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
10,"1090-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir18.wav","Gamma",180,"choir"
11,"1081-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-choir17.wav","Gamma",180,"choir"
12,"1066-sin-37.5Hz-ninety.avi","zero","sin-zero-acoustic16.wav","Gamma",0,"acoustic"
