trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1035-sin-37.5Hz-ninety.avi","zero","sin-zero-yann16.wav","Gamma",0,"yann"
2,"1062-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic6.wav","Gamma",180,"acoustic"
3,"1071-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic23.wav","Gamma",270,"acoustic"
4,"1082-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir4.wav","Theta",0,"choir"
5,"1040-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann22.wav","Gamma",90,"yann"
6,"1087-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
7,"1043-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann19.wav","Gamma",90,"yann"
8,"1053-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic18.wav","Gamma",180,"acoustic"
9,"1078-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir10.wav","Theta",180,"choir"
10,"1056-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic11.wav","Gamma",270,"acoustic"
11,"1048-sin-37.5Hz-ninety.avi","zero","sin-zero-yann15.wav","Gamma",0,"yann"
12,"1096-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir9.wav","Theta",180,"choir"
