trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1016-sin-37.5Hz-ninety.avi","zero","sin-zero-choir21.wav","Gamma",0,"choir"
2,"1057-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
3,"1051-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep9.wav","Theta",0,"ep"
4,"1038-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar4.wav","Gamma",270,"dar"
5,"1058-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
6,"1014-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir18.wav","Gamma",90,"choir"
7,"1030-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar11.wav","Gamma",180,"dar"
8,"1045-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar12.wav","Gamma",180,"dar"
9,"1007-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir6.wav","Gamma",90,"choir"
10,"1062-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep"
11,"1026-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar2.wav","Gamma",270,"dar"
12,"1019-sin-37.5Hz-ninety.avi","zero","sin-zero-choir19.wav","Gamma",0,"choir"
