trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1105-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep18.wav","Gamma",90,"ep"
2,"1160-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch"
3,"1166-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
4,"1145-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
5,"1126-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar3.wav","Gamma",270,"guitar"
6,"1143-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar12.wav","Gamma",180,"guitar"
7,"1097-sin-37.5Hz-ninety.avi","zero","sin-zero-ep20.wav","Gamma",0,"ep"
8,"1150-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
9,"1117-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep5.wav","Gamma",90,"ep"
10,"1121-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar4.wav","Gamma",270,"guitar"
11,"1106-sin-37.5Hz-ninety.avi","zero","sin-zero-ep22.wav","Gamma",0,"ep"
12,"1144-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar11.wav","Gamma",180,"guitar"
