trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1133-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar20.wav","Gamma",0,"guitar"
2,"1182-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
3,"1122-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar19.wav","Gamma",0,"guitar"
4,"1138-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar18.wav","Gamma",90,"guitar"
5,"1167-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch4.wav","Gamma",270,"orch"
6,"1169-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth9.wav","Theta",0,"synth"
7,"1168-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch1.wav","Gamma",270,"orch"
8,"1164-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch12.wav","Gamma",180,"orch"
9,"1189-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
10,"1183-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth14.wav","Theta",180,"synth"
11,"1151-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch24.wav","Gamma",180,"orch"
12,"1127-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar5.wav","Gamma",90,"guitar"
