trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1022-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann10.wav","Theta",0,"yann"
2,"1159-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch18.wav","Gamma",90,"orch"
3,"1165-sin-37.5Hz-ninety.avi","zero","sin-zero-orch19.wav","Gamma",0,"orch"
4,"1155-sin-37.5Hz-ninety.avi","ninety","sin-ninety-orch17.wav","Gamma",90,"orch"
5,"1185-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth4.wav","Gamma",270,"synth"
6,"1008-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann14.wav","Theta",180,"yann"
7,"1001-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann"
8,"1180-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-synth3.wav","Gamma",270,"synth"
9,"1187-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth24.wav","Gamma",180,"synth"
10,"1011-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
11,"1188-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-synth12.wav","Gamma",180,"synth"
12,"1158-sin-37.5Hz-ninety.avi","zero","sin-zero-orch22.wav","Gamma",0,"orch"
