trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1094-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth19.wav","Theta",0,"synth"
2,"1081-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth21.wav","Theta",0,"synth"
3,"1088-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
4,"1027-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar23.wav","Gamma",0,"guitar"
5,"1057-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch15.wav","Gamma",270,"orch"
6,"1042-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar11.wav","Gamma",0,"guitar"
7,"1071-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch9.wav","Gamma",180,"orch"
8,"1049-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch8.wav","Gamma",180,"orch"
9,"1074-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
10,"1038-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar3.wav","Gamma",90,"guitar"
11,"1068-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch13.wav","Gamma",270,"orch"
12,"1026-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar4.wav","Gamma",90,"guitar"
