trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1052-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch14.wav","Gamma",270,"orch"
2,"1085-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth5.wav","Theta",180,"synth"
3,"1043-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar24.wav","Gamma",0,"guitar"
4,"1058-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-orch16.wav","Gamma",270,"orch"
5,"1093-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth20.wav","Theta",0,"synth"
6,"1044-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar1.wav","Gamma",90,"guitar"
7,"1059-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch7.wav","Gamma",180,"orch"
8,"1084-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-synth6.wav","Theta",180,"synth"
9,"1028-sin-37.5Hz-ninety.avi","ninety","sin-ninety-guitar2.wav","Gamma",90,"guitar"
10,"1096-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-synth22.wav","Theta",0,"synth"
11,"1063-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-orch10.wav","Gamma",180,"orch"
12,"1048-sin-37.5Hz-ninety.avi","zero","sin-zero-guitar12.wav","Gamma",0,"guitar"
