trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1039-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar5.wav","Theta",180,"guitar"
2,"1008-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep9.wav","Gamma",180,"ep"
3,"1033-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar20.wav","Theta",0,"guitar"
4,"1036-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar18.wav","Theta",180,"guitar"
5,"1187-sin-37.5Hz-ninety.avi","zero","sin-zero-dar23.wav","Gamma",0,"dar"
6,"1190-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar1.wav","Gamma",90,"dar"
7,"1031-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar22.wav","Theta",0,"guitar"
8,"1189-sin-37.5Hz-ninety.avi","zero","sin-zero-dar11.wav","Gamma",0,"dar"
9,"1022-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep13.wav","Gamma",270,"ep"
10,"1004-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep8.wav","Gamma",180,"ep"
11,"1021-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep14.wav","Gamma",270,"ep"
12,"1169-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar2.wav","Gamma",90,"dar"
