trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1098-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep24.wav","Gamma",180,"ep"
2,"1079-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar18.wav","Gamma",90,"dar"
3,"1140-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar16.wav","Theta",180,"guitar"
4,"1109-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep1.wav","Gamma",270,"ep"
5,"1128-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
6,"1095-sin-37.5Hz-ninety.avi","zero","sin-zero-dar20.wav","Gamma",0,"dar"
7,"1102-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-ep12.wav","Gamma",180,"ep"
8,"1141-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar"
9,"1107-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-ep3.wav","Gamma",270,"ep"
10,"1085-sin-37.5Hz-ninety.avi","ninety","sin-ninety-dar5.wav","Gamma",90,"dar"
11,"1080-sin-37.5Hz-ninety.avi","zero","sin-zero-dar22.wav","Gamma",0,"dar"
12,"1136-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-guitar15.wav","Theta",180,"guitar"
