trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1046-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic1.wav","Gamma",270,"acoustic"
2,"1036-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-acoustic4.wav","Gamma",270,"acoustic"
3,"1004-sin-37.5Hz-ninety.avi","zero","sin-zero-yann21.wav","Gamma",0,"yann"
4,"1044-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic11.wav","Gamma",180,"acoustic"
5,"1041-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-acoustic23.wav","Gamma",180,"acoustic"
6,"1005-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann18.wav","Gamma",90,"yann"
7,"1055-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
8,"1003-sin-37.5Hz-ninety.avi","ninety","sin-ninety-yann17.wav","Gamma",90,"yann"
9,"1024-sin-37.5Hz-ninety.avi","zero","sin-zero-yann19.wav","Gamma",0,"yann"
10,"1066-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir10.wav","Theta",0,"choir"
11,"1059-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
12,"1071-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
