trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1017-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann4.wav","Gamma",270,"yann"
2,"1007-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann12.wav","Gamma",180,"yann"
3,"1009-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-yann23.wav","Gamma",180,"yann"
4,"1006-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-yann3.wav","Gamma",270,"yann"
5,"1029-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic"
6,"1034-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic"
7,"1186-sin-37.5Hz-ninety.avi","zero","sin-zero-synth20.wav","Gamma",0,"synth"
8,"1190-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth6.wav","Gamma",90,"synth"
9,"1040-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-acoustic13.wav","Theta",180,"acoustic"
10,"1172-sin-37.5Hz-ninety.avi","zero","sin-zero-synth22.wav","Gamma",0,"synth"
11,"1177-sin-37.5Hz-ninety.avi","ninety","sin-ninety-synth18.wav","Gamma",90,"synth"
12,"1045-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
