trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1099-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
2,"1116-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
3,"1115-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
4,"1072-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir17.wav","Gamma",90,"choir"
5,"1087-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar12.wav","Gamma",180,"dar"
6,"1077-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar2.wav","Gamma",270,"dar"
7,"1062-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir5.wav","Gamma",90,"choir"
8,"1088-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar1.wav","Gamma",270,"dar"
9,"1068-sin-37.5Hz-ninety.avi","zero","sin-zero-choir20.wav","Gamma",0,"choir"
10,"1103-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep"
11,"1069-sin-37.5Hz-ninety.avi","zero","sin-zero-choir19.wav","Gamma",0,"choir"
12,"1090-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar23.wav","Gamma",180,"dar"
