trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1104-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep9.wav","Theta",0,"ep"
2,"1119-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
3,"1078-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar24.wav","Gamma",180,"dar"
4,"1112-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
5,"1056-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir6.wav","Gamma",90,"choir"
6,"1074-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar3.wav","Gamma",270,"dar"
7,"1110-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
8,"1070-sin-37.5Hz-ninety.avi","zero","sin-zero-choir21.wav","Gamma",0,"choir"
9,"1065-sin-37.5Hz-ninety.avi","ninety","sin-ninety-choir18.wav","Gamma",90,"choir"
10,"1092-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-dar4.wav","Gamma",270,"dar"
11,"1086-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-dar11.wav","Gamma",180,"dar"
12,"1054-sin-37.5Hz-ninety.avi","zero","sin-zero-choir22.wav","Gamma",0,"choir"
