trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1149.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
2,"1102.avi","zero","sin-zero-4Hz-dar7.wav","Theta",0,"dar"
3,"1080.avi","oneeighty","sin-oneeighty-4Hz-choir17.wav","Theta",180,"choir"
4,"1130.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
5,"1179.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
6,"1030.avi","oneeighty","sin-oneeighty-4Hz-acoustic24.wav","Theta",180,"acoustic"
7,"1139.avi","oneeighty","sin-oneeighty-4Hz-dar23.wav","Theta",180,"dar"
8,"1055.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir"
9,"1027.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
10,"1015.avi","zero","sin-zero-4Hz-acoustic5.wav","Theta",0,"acoustic"
11,"1064.avi","zero","sin-zero-4Hz-choir1.wav","Theta",0,"choir"
12,"1178.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
13,"1085.avi","oneeighty","sin-oneeighty-4Hz-choir18.wav","Theta",180,"choir"
14,"1120.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
15,"1146.avi","zero","sin-zero-4Hz-ep10.wav","Theta",0,"ep"
16,"1008.avi","zero","sin-zero-4Hz-acoustic3.wav","Theta",0,"acoustic"
