trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1063.avi","zero","sin-zero-4Hz-ep3.wav","Theta",0,"ep"
2,"1100.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
3,"1159.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
4,"1121.avi","oneeighty","sin-oneeighty-4Hz-synth17.wav","Theta",180,"synth"
5,"1037.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
6,"1014.avi","zero","sin-zero-4Hz-dar6.wav","Theta",0,"dar"
7,"1170.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
8,"1046.avi","oneeighty","sin-oneeighty-4Hz-dar15.wav","Theta",180,"dar"
9,"1174.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann"
10,"1132.avi","oneeighty","sin-oneeighty-4Hz-synth19.wav","Theta",180,"synth"
11,"1021.avi","zero","sin-zero-4Hz-dar4.wav","Theta",0,"dar"
12,"1098.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth"
13,"1050.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
14,"1152.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann"
15,"1075.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
16,"1077.avi","oneeighty","sin-oneeighty-4Hz-ep14.wav","Theta",180,"ep"
