trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1097.avi","zero","sin-zero-4Hz-orch1.wav","Theta",0,"orch"
2,"1095.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar"
3,"1017.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
4,"1127.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch"
5,"1113.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
6,"1128.avi","oneeighty","sin-oneeighty-4Hz-orch13.wav","Theta",180,"orch"
7,"1069.avi","zero","sin-zero-4Hz-guitar5.wav","Theta",0,"guitar"
8,"1185.avi","oneeighty","sin-oneeighty-4Hz-synth13.wav","Theta",180,"synth"
9,"1001.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
10,"1145.avi","zero","sin-zero-4Hz-synth5.wav","Theta",0,"synth"
11,"1094.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar"
12,"1154.avi","zero","sin-zero-4Hz-synth10.wav","Theta",0,"synth"
13,"1054.avi","zero","sin-zero-4Hz-guitar6.wav","Theta",0,"guitar"
14,"1029.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep"
15,"1035.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep"
16,"1187.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
