trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1028.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth","1013.avi","1039.avi","1020.avi","1028.avi",4
2,"1162.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir","1162.avi","1190.avi","1180.avi","1153.avi",1
3,"1082.avi","oneeighty","sin-oneeighty-4Hz-yann15.wav","Theta",180,"yann","1052.avi","1082.avi","1087.avi","1065.avi",2
4,"1087.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1087.avi","1052.avi","1082.avi","1065.avi",1
5,"1133.avi","oneeighty","sin-oneeighty-4Hz-acoustic18.wav","Theta",180,"acoustic","1129.avi","1117.avi","1133.avi","1112.avi",3
6,"1190.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1162.avi","1190.avi","1153.avi","1180.avi",2
7,"1117.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic","1129.avi","1117.avi","1112.avi","1133.avi",2
8,"1020.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth","1039.avi","1013.avi","1020.avi","1028.avi",3
9,"1180.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir","1190.avi","1180.avi","1153.avi","1162.avi",2
10,"1052.avi","zero","sin-zero-4Hz-yann5.wav","Theta",0,"yann","1087.avi","1065.avi","1052.avi","1082.avi",3
11,"1153.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir","1190.avi","1162.avi","1180.avi","1153.avi",4
12,"1013.avi","zero","sin-zero-4Hz-synth1.wav","Theta",0,"synth","1013.avi","1039.avi","1020.avi","1028.avi",1
13,"1039.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth","1013.avi","1039.avi","1020.avi","1028.avi",2
14,"1129.avi","oneeighty","sin-oneeighty-4Hz-acoustic20.wav","Theta",180,"acoustic","1129.avi","1112.avi","1117.avi","1133.avi",1
15,"1112.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1112.avi","1129.avi","1117.avi","1133.avi",1
16,"1065.avi","zero","sin-zero-4Hz-yann8.wav","Theta",0,"yann","1052.avi","1082.avi","1087.avi","1065.avi",4
