respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
7,7,1,1110.avi,zero,sin-zero-4Hz-dar4.wav,0,dar,3,1.92652896488835,4324.23887708571
7,7,2,1106.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,4,0.896801850834891,4331.75628662835
7,7,3,1015.avi,zero,sin-zero-4Hz-acoustic3.wav,0,acoustic,5,0.377229397711744,4339.17967793916
7,7,4,1182.avi,oneeighty,sin-oneeighty-4Hz-ep18.wav,180,ep,2,2.28110168667808,4345.72381459525
7,7,5,1006.avi,zero,sin-zero-4Hz-acoustic7.wav,0,acoustic,3,0.294382832437805,4352.69451613896
7,7,6,1037.avi,oneeighty,sin-oneeighty-4Hz-acoustic16.wav,180,acoustic,4,0.533295539001301,4357.87924952289
7,7,7,1140.avi,oneeighty,sin-oneeighty-4Hz-dar24.wav,180,dar,3,0.265894599696367,4363.0506598009
7,7,8,1175.avi,oneeighty,sin-oneeighty-4Hz-ep21.wav,180,ep,5,0.313241359074709,4368.4353436175
7,7,9,1025.avi,oneeighty,sin-oneeighty-4Hz-acoustic22.wav,180,acoustic,5,0.19476789993314,4373.47365716918
7,7,10,1163.avi,zero,sin-zero-4Hz-ep6.wav,0,ep,3,0.78370563165754,4378.76477797641
7,7,11,1127.avi,oneeighty,sin-oneeighty-4Hz-dar20.wav,180,dar,2,1.77829941201435,4385.96211178549
7,7,12,1072.avi,zero,sin-zero-4Hz-choir12.wav,0,choir,2,0.442301457496797,4393.38601416503
7,7,13,1059.avi,zero,sin-zero-4Hz-choir1.wav,0,choir,1,1.08232191232037,4399.97021824718
7,7,14,1154.avi,zero,sin-zero-4Hz-ep12.wav,0,ep,5,0.247204819321269,4406.70110961986
7,7,15,1091.avi,oneeighty,sin-oneeighty-4Hz-choir20.wav,180,choir,1,1.82248859377887,4411.88574519737
7,7,16,1074.avi,oneeighty,sin-oneeighty-4Hz-choir21.wav,180,choir,2,2.76605881788328,4418.27008488027
