respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
7,5,1,1150.avi,zero,sin-zero-4Hz-synth7.wav,0,synth,4,1.54049077235868,7382.86152954004
7,5,2,1028.avi,oneeighty,sin-oneeighty-4Hz-choir24.wav,180,choir,2,1.1642965644487,7389.88568991166
7,5,3,1047.avi,oneeighty,sin-oneeighty-4Hz-choir16.wav,180,choir,3,2.01253737182469,7397.38946845069
7,5,4,1151.avi,zero,sin-zero-4Hz-synth11.wav,0,synth,5,0.946064426852899,7405.11996114296
7,5,5,1019.avi,zero,sin-zero-4Hz-choir10.wav,0,choir,4,0.95365984273667,7411.42431722461
7,5,6,1008.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,3,1.32672936761355,7418.03520045547
7,5,7,1136.avi,oneeighty,sin-oneeighty-4Hz-orch13.wav,180,orch,3,3.34023605227958,7425.84562991147
7,5,8,1115.avi,zero,sin-zero-4Hz-orch12.wav,0,orch,3,0.263842366970493,7435.60200334716
7,5,9,1191.avi,oneeighty,sin-oneeighty-4Hz-synth22.wav,180,synth,1,1.55128815065564,7441.54655388305
7,5,10,1071.avi,zero,sin-zero-4Hz-dar3.wav,0,dar,2,1.37782190483995,7448.26400115195
7,5,11,1093.avi,oneeighty,sin-oneeighty-4Hz-dar16.wav,180,dar,2,0.233833214194419,7455.76791523177
7,5,12,1070.avi,zero,sin-zero-4Hz-dar2.wav,0,dar,5,0.945382496703132,7461.47250393642
7,5,13,1073.avi,oneeighty,sin-oneeighty-4Hz-dar19.wav,180,dar,2,1.41953767611267,7467.59020677064
7,5,14,1123.avi,oneeighty,sin-oneeighty-4Hz-orch17.wav,180,orch,1,0.973846363764096,7474.14784541468
7,5,15,1189.avi,oneeighty,sin-oneeighty-4Hz-synth18.wav,180,synth,2,0.299016559521988,7481.03870096986
7,5,16,1114.avi,zero,sin-zero-4Hz-orch2.wav,0,orch,2,2.12287391144764,7487.74277498177
