respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
7,12,1,1054.avi,zero,sin-zero-4Hz-choir5.wav,0,choir,3,2.06529484107341,5814.24177112936
7,12,2,1082.avi,oneeighty,sin-oneeighty-4Hz-choir17.wav,180,choir,3,2.20974526257669,5822.66524545487
7,12,3,1137.avi,oneeighty,sin-oneeighty-4Hz-guitar24.wav,180,guitar,3,1.44179642620202,5829.96913965972
7,12,4,1029.avi,oneeighty,sin-oneeighty-4Hz-acoustic13.wav,180,acoustic,2,1.31916860921137,5837.61972260409
7,12,5,1152.avi,zero,sin-zero-4Hz-orch9.wav,0,orch,3,1.84678896091555,5843.84405189053
7,12,6,1168.avi,zero,sin-zero-4Hz-orch6.wav,0,orch,4,1.07066453424522,5850.38825586401
7,12,7,1116.avi,zero,sin-zero-4Hz-guitar5.wav,0,guitar,2,1.22502932683255,5857.0657473467
7,12,8,1046.avi,oneeighty,sin-oneeighty-4Hz-acoustic17.wav,180,acoustic,5,0.341872678984146,5862.99687411891
7,12,9,1061.avi,zero,sin-zero-4Hz-choir7.wav,0,choir,3,2.1014614814776,5869.22127313771
7,12,10,1085.avi,oneeighty,sin-oneeighty-4Hz-choir15.wav,180,choir,3,1.67207711251376,5876.21856323577
7,12,11,1176.avi,oneeighty,sin-oneeighty-4Hz-orch21.wav,180,orch,2,1.78411708273688,5883.76250126031
7,12,12,1111.avi,zero,sin-zero-4Hz-guitar1.wav,0,guitar,4,0.855902768344095,5890.10671918026
7,12,13,1005.avi,zero,sin-zero-4Hz-acoustic2.wav,0,acoustic,5,0.340751527621251,5896.11779364415
7,12,14,1001.avi,zero,sin-zero-4Hz-acoustic1.wav,0,acoustic,4,1.41196124209364,5901.38259184596
7,12,15,1180.avi,oneeighty,sin-oneeighty-4Hz-orch24.wav,180,orch,3,1.85219699178833,5909.24622101957
7,12,16,1138.avi,oneeighty,sin-oneeighty-4Hz-guitar20.wav,180,guitar,5,0.90533093285012,5915.93705583358
