respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
7,10,1,1012.avi,zero,sin-zero-4Hz-orch1.wav,0,orch,5,0.326716004571608,5203.89634964708
7,10,2,1141.avi,oneeighty,sin-oneeighty-4Hz-yann22.wav,180,yann,2,0.728619486540083,5209.05443349858
7,10,3,1026.avi,oneeighty,sin-oneeighty-4Hz-orch15.wav,180,orch,4,0.250742151488339,5214.77227827979
7,10,4,1124.avi,oneeighty,sin-oneeighty-4Hz-yann17.wav,180,yann,2,0.000125276740618574,5220.35695328174
7,10,5,1113.avi,zero,sin-zero-4Hz-yann7.wav,0,yann,3,0.686562122471514,5225.28832728684
7,10,6,1014.avi,zero,sin-zero-4Hz-orch8.wav,0,orch,5,0.576503335983944,5230.64638541887
7,10,7,1077.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,3,1.81867021909238,5236.64414522925
7,10,8,1057.avi,zero,sin-zero-4Hz-synth10.wav,0,synth,3,2.27963730723241,5242.97512305798
7,10,9,1169.avi,oneeighty,sin-oneeighty-4Hz-acoustic14.wav,180,acoustic,5,0.965240685297431,5250.70551966301
7,10,10,1056.avi,zero,sin-zero-4Hz-synth2.wav,0,synth,3,2.02636245247777,5257.59634626612
7,10,11,1157.avi,zero,sin-zero-4Hz-acoustic5.wav,0,acoustic,4,0.231856154529851,5265.32677969949
7,10,12,1095.avi,oneeighty,sin-oneeighty-4Hz-synth24.wav,180,synth,3,1.83419396944919,5271.72440867869
7,10,13,1190.avi,oneeighty,sin-oneeighty-4Hz-acoustic23.wav,180,acoustic,4,0.866435372597152,5279.66807912419
7,10,14,1100.avi,zero,sin-zero-4Hz-yann10.wav,0,yann,4,2.63154933216993,5286.15895263815
7,10,15,1148.avi,zero,sin-zero-4Hz-acoustic9.wav,0,acoustic,3,0.298502475046007,5294.11600928074
7,10,16,1036.avi,oneeighty,sin-oneeighty-4Hz-orch16.wav,180,orch,5,0.239355250423614,5300.04704247274
