trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1094.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir","1056.avi","1094.avi","1090.avi","1049.avi",2
2,"1125.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar","1104.avi","1125.avi","1142.avi","1110.avi",2
3,"1148.avi","zero","sin-zero-4Hz-orch11.wav","Theta",0,"orch","1163.avi","1170.avi","1148.avi","1179.avi",3
4,"1090.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1094.avi","1049.avi","1056.avi","1090.avi",4
5,"1104.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar","1125.avi","1110.avi","1142.avi","1104.avi",4
6,"1008.avi","zero","sin-zero-4Hz-acoustic1.wav","Theta",0,"acoustic","1008.avi","1024.avi","1031.avi","1026.avi",1
7,"1110.avi","zero","sin-zero-4Hz-guitar12.wav","Theta",0,"guitar","1142.avi","1104.avi","1125.avi","1110.avi",4
8,"1049.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir","1090.avi","1056.avi","1049.avi","1094.avi",3
9,"1024.avi","zero","sin-zero-4Hz-acoustic8.wav","Theta",0,"acoustic","1031.avi","1026.avi","1008.avi","1024.avi",4
10,"1163.avi","zero","sin-zero-4Hz-orch5.wav","Theta",0,"orch","1163.avi","1170.avi","1179.avi","1148.avi",1
11,"1031.avi","oneeighty","sin-oneeighty-4Hz-acoustic19.wav","Theta",180,"acoustic","1024.avi","1026.avi","1031.avi","1008.avi",3
12,"1170.avi","oneeighty","sin-oneeighty-4Hz-orch17.wav","Theta",180,"orch","1148.avi","1163.avi","1170.avi","1179.avi",3
13,"1026.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1008.avi","1026.avi","1024.avi","1031.avi",2
14,"1179.avi","oneeighty","sin-oneeighty-4Hz-orch21.wav","Theta",180,"orch","1170.avi","1179.avi","1163.avi","1148.avi",2
15,"1142.avi","oneeighty","sin-oneeighty-4Hz-guitar19.wav","Theta",180,"guitar","1110.avi","1142.avi","1104.avi","1125.avi",2
16,"1056.avi","zero","sin-zero-4Hz-choir5.wav","Theta",0,"choir","1056.avi","1049.avi","1094.avi","1090.avi",1
