trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1039.avi","oneeighty","sin-oneeighty-4Hz-dar16.wav","Theta",180,"dar"
2,"1160.avi","zero","sin-zero-4Hz-yann2.wav","Theta",0,"yann"
3,"1152.avi","zero","sin-zero-4Hz-yann9.wav","Theta",0,"yann"
4,"1058.avi","zero","sin-zero-4Hz-ep2.wav","Theta",0,"ep"
5,"1055.avi","zero","sin-zero-4Hz-ep5.wav","Theta",0,"ep"
6,"1020.avi","zero","sin-zero-4Hz-dar8.wav","Theta",0,"dar"
7,"1169.avi","oneeighty","sin-oneeighty-4Hz-yann16.wav","Theta",180,"yann"
8,"1089.avi","oneeighty","sin-oneeighty-4Hz-ep22.wav","Theta",180,"ep"
9,"1042.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
10,"1121.avi","oneeighty","sin-oneeighty-4Hz-synth21.wav","Theta",180,"synth"
11,"1103.avi","zero","sin-zero-4Hz-synth3.wav","Theta",0,"synth"
12,"1101.avi","zero","sin-zero-4Hz-synth4.wav","Theta",0,"synth"
13,"1190.avi","oneeighty","sin-oneeighty-4Hz-yann21.wav","Theta",180,"yann"
14,"1096.avi","oneeighty","sin-oneeighty-4Hz-ep13.wav","Theta",180,"ep"
15,"1001.avi","zero","sin-zero-4Hz-dar9.wav","Theta",0,"dar"
16,"1144.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
