trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1156.avi","zero","sin-zero-4Hz-yann3.wav","Theta",0,"yann","1156.avi","1171.avi","1155.avi","1177.avi",1
2,"1038.avi","oneeighty","sin-oneeighty-4Hz-acoustic23.wav","Theta",180,"acoustic","1025.avi","1012.avi","1006.avi","1038.avi",4
3,"1012.avi","zero","sin-zero-4Hz-acoustic12.wav","Theta",0,"acoustic","1025.avi","1012.avi","1006.avi","1038.avi",2
4,"1171.avi","oneeighty","sin-oneeighty-4Hz-yann17.wav","Theta",180,"yann","1177.avi","1155.avi","1171.avi","1156.avi",3
5,"1128.avi","oneeighty","sin-oneeighty-4Hz-guitar17.wav","Theta",180,"guitar","1107.avi","1105.avi","1128.avi","1132.avi",3
6,"1132.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1105.avi","1107.avi","1128.avi","1132.avi",4
7,"1072.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep","1080.avi","1072.avi","1087.avi","1057.avi",2
8,"1025.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic","1006.avi","1038.avi","1025.avi","1012.avi",3
9,"1087.avi","oneeighty","sin-oneeighty-4Hz-ep15.wav","Theta",180,"ep","1087.avi","1057.avi","1072.avi","1080.avi",1
10,"1006.avi","zero","sin-zero-4Hz-acoustic6.wav","Theta",0,"acoustic","1012.avi","1006.avi","1025.avi","1038.avi",2
11,"1177.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann","1156.avi","1171.avi","1177.avi","1155.avi",3
12,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep","1080.avi","1057.avi","1072.avi","1087.avi",1
13,"1155.avi","zero","sin-zero-4Hz-yann1.wav","Theta",0,"yann","1156.avi","1171.avi","1155.avi","1177.avi",3
14,"1105.avi","zero","sin-zero-4Hz-guitar2.wav","Theta",0,"guitar","1132.avi","1105.avi","1128.avi","1107.avi",2
15,"1107.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1107.avi","1132.avi","1128.avi","1105.avi",1
16,"1057.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep","1072.avi","1087.avi","1080.avi","1057.avi",4
