respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
10,3,1,1111.avi,zero,sin-zero-4Hz-synth10.wav,0,synth,4,1.23156454650234,9024.25673188906
10,3,2,1014.avi,zero,sin-zero-4Hz-dar11.wav,0,dar,4,1.15446833456917,9031.65381146183
10,3,3,1180.avi,oneeighty,sin-oneeighty-4Hz-yann16.wav,180,yann,4,0.738343678474848,9038.71789428817
10,3,4,1124.avi,oneeighty,sin-oneeighty-4Hz-synth14.wav,180,synth,3,1.04155052154238,9043.98265596351
10,3,5,1059.avi,zero,sin-zero-4Hz-ep3.wav,0,ep,3,0.456930460239164,9049.68725069174
10,3,6,1038.avi,oneeighty,sin-oneeighty-4Hz-dar18.wav,180,dar,2,0.624231963018246,9055.03188700581
10,3,7,1026.avi,oneeighty,sin-oneeighty-4Hz-dar24.wav,180,dar,4,0.317554199547885,9062.04250413413
10,3,8,1160.avi,zero,sin-zero-4Hz-yann8.wav,0,yann,3,1.13528740899164,9067.0007468305
10,3,9,1054.avi,zero,sin-zero-4Hz-ep12.wav,0,ep,2,0.593980196012126,9074.03804760275
10,3,10,1082.avi,oneeighty,sin-oneeighty-4Hz-ep13.wav,180,ep,3,1.47072871216187,9080.00923938604
10,3,11,1189.avi,oneeighty,sin-oneeighty-4Hz-yann17.wav,180,yann,4,0.478926037216297,9087.83297320044
10,3,12,1142.avi,oneeighty,sin-oneeighty-4Hz-synth17.wav,180,synth,3,0.95545581715669,9093.0044233255
10,3,13,1089.avi,oneeighty,sin-oneeighty-4Hz-ep17.wav,180,ep,3,1.20358315628619,9100.34823492619
10,3,14,1006.avi,zero,sin-zero-4Hz-dar7.wav,0,dar,4,0.760929112684607,9107.71888231412
10,3,15,1106.avi,zero,sin-zero-4Hz-synth9.wav,0,synth,4,0.429627375653581,9113.05018586238
10,3,16,1149.avi,zero,sin-zero-4Hz-yann6.wav,0,yann,4,0.519612903926827,9118.64809039004
