respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
3,8,1,1010.avi,zero,sin-zero-4Hz-choir6.wav,0,choir,1,1.35710415298672,23367.4802270069
3,8,2,1082.avi,oneeighty,sin-oneeighty-4Hz-dar20.wav,180,dar,2,1.71409389692781,23373.7712042383
3,8,3,1153.avi,zero,sin-zero-4Hz-guitar9.wav,0,guitar,2,2.50879334676574,23381.4083859721
3,8,4,1028.avi,oneeighty,sin-oneeighty-4Hz-choir24.wav,180,choir,1,3.6183884624952,23389.6187057288
3,8,5,1166.avi,zero,sin-zero-4Hz-guitar6.wav,0,guitar,1,1.6349038164044,23398.1621544522
3,8,6,1125.avi,oneeighty,sin-oneeighty-4Hz-ep17.wav,180,ep,3,2.7683162398971,23405.7326245406
3,8,7,1177.avi,oneeighty,sin-oneeighty-4Hz-guitar19.wav,180,guitar,2,2.26464171703992,23413.6762906111
3,8,8,1057.avi,zero,sin-zero-4Hz-dar10.wav,0,dar,1,2.64065204102371,23421.1001867071
3,8,9,1137.avi,oneeighty,sin-oneeighty-4Hz-ep23.wav,180,ep,3,2.25426792546932,23429.1905121994
3,8,10,1118.avi,zero,sin-zero-4Hz-ep9.wav,0,ep,2,3.65186684477158,23437.1208213906
3,8,11,1172.avi,oneeighty,sin-oneeighty-4Hz-guitar18.wav,180,guitar,1,1.33493958809777,23445.6376864618
3,8,12,1063.avi,zero,sin-zero-4Hz-dar5.wav,0,dar,1,1.52975797504769,23453.3147664652
3,8,13,1109.avi,zero,sin-zero-4Hz-ep6.wav,0,ep,1,2.82292890186727,23460.1655296701
3,8,14,1043.avi,oneeighty,sin-oneeighty-4Hz-choir22.wav,180,choir,2,3.61547389949192,23468.908951829
3,8,15,1088.avi,oneeighty,sin-oneeighty-4Hz-dar17.wav,180,dar,3,4.13572596164886,23477.052565072
3,8,16,1008.avi,zero,sin-zero-4Hz-choir4.wav,0,choir,2,1.21140769921476,23487.1687944033
