trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1094.avi","oneeighty","sin-oneeighty-4Hz-choir20.wav","Theta",180,"choir","1061.avi","1078.avi","1062.avi","1094.avi",4
2,"1078.avi","oneeighty","sin-oneeighty-4Hz-choir21.wav","Theta",180,"choir","1094.avi","1078.avi","1062.avi","1061.avi",2
3,"1105.avi","zero","sin-zero-4Hz-guitar11.wav","Theta",0,"guitar","1144.avi","1105.avi","1129.avi","1103.avi",2
4,"1042.avi","oneeighty","sin-oneeighty-4Hz-acoustic16.wav","Theta",180,"acoustic","1020.avi","1027.avi","1042.avi","1021.avi",3
5,"1062.avi","zero","sin-zero-4Hz-choir12.wav","Theta",0,"choir","1094.avi","1061.avi","1078.avi","1062.avi",4
6,"1144.avi","oneeighty","sin-oneeighty-4Hz-guitar13.wav","Theta",180,"guitar","1129.avi","1105.avi","1103.avi","1144.avi",4
7,"1103.avi","zero","sin-zero-4Hz-guitar7.wav","Theta",0,"guitar","1144.avi","1103.avi","1129.avi","1105.avi",2
8,"1176.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch","1176.avi","1165.avi","1168.avi","1179.avi",1
9,"1020.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic","1042.avi","1021.avi","1020.avi","1027.avi",3
10,"1129.avi","oneeighty","sin-oneeighty-4Hz-guitar22.wav","Theta",180,"guitar","1103.avi","1144.avi","1105.avi","1129.avi",4
11,"1165.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch","1165.avi","1179.avi","1176.avi","1168.avi",1
12,"1027.avi","oneeighty","sin-oneeighty-4Hz-acoustic17.wav","Theta",180,"acoustic","1021.avi","1027.avi","1042.avi","1020.avi",2
13,"1179.avi","oneeighty","sin-oneeighty-4Hz-orch18.wav","Theta",180,"orch","1168.avi","1165.avi","1176.avi","1179.avi",4
14,"1021.avi","zero","sin-zero-4Hz-acoustic7.wav","Theta",0,"acoustic","1021.avi","1020.avi","1027.avi","1042.avi",1
15,"1061.avi","zero","sin-zero-4Hz-choir7.wav","Theta",0,"choir","1061.avi","1094.avi","1078.avi","1062.avi",1
16,"1168.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch","1168.avi","1165.avi","1176.avi","1179.avi",1
