trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1104.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep"
2,"1035.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir"
3,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar"
4,"1191.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar"
5,"1133.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep"
6,"1054.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar"
7,"1019.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir"
8,"1073.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar"
9,"1001.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir"
10,"1039.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir"
11,"1118.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep"
12,"1145.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
13,"1192.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar"
14,"1068.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar"
15,"1126.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep"
16,"1160.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar"
