trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat,movie1,movie2,movie3,movie4,correctresponse
1,"1192.avi","oneeighty","sin-oneeighty-4Hz-guitar21.wav","Theta",180,"guitar","1191.avi","1192.avi","1145.avi","1160.avi",2
2,"1133.avi","oneeighty","sin-oneeighty-4Hz-ep23.wav","Theta",180,"ep","1133.avi","1126.avi","1118.avi","1104.avi",1
3,"1039.avi","oneeighty","sin-oneeighty-4Hz-choir14.wav","Theta",180,"choir","1039.avi","1035.avi","1019.avi","1001.avi",1
4,"1068.avi","zero","sin-zero-4Hz-dar5.wav","Theta",0,"dar","1068.avi","1054.avi","1075.avi","1073.avi",1
5,"1054.avi","zero","sin-zero-4Hz-dar2.wav","Theta",0,"dar","1054.avi","1075.avi","1068.avi","1073.avi",1
6,"1118.avi","zero","sin-zero-4Hz-ep7.wav","Theta",0,"ep","1118.avi","1133.avi","1126.avi","1104.avi",1
7,"1019.avi","zero","sin-zero-4Hz-choir8.wav","Theta",0,"choir","1035.avi","1001.avi","1039.avi","1019.avi",4
8,"1001.avi","zero","sin-zero-4Hz-choir11.wav","Theta",0,"choir","1039.avi","1001.avi","1019.avi","1035.avi",2
9,"1075.avi","oneeighty","sin-oneeighty-4Hz-dar21.wav","Theta",180,"dar","1068.avi","1054.avi","1073.avi","1075.avi",4
10,"1191.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar","1160.avi","1145.avi","1192.avi","1191.avi",4
11,"1035.avi","oneeighty","sin-oneeighty-4Hz-choir19.wav","Theta",180,"choir","1039.avi","1001.avi","1035.avi","1019.avi",3
12,"1073.avi","oneeighty","sin-oneeighty-4Hz-dar22.wav","Theta",180,"dar","1075.avi","1068.avi","1073.avi","1054.avi",3
13,"1104.avi","zero","sin-zero-4Hz-ep1.wav","Theta",0,"ep","1126.avi","1118.avi","1133.avi","1104.avi",4
14,"1126.avi","oneeighty","sin-oneeighty-4Hz-ep17.wav","Theta",180,"ep","1126.avi","1118.avi","1104.avi","1133.avi",1
15,"1160.avi","zero","sin-zero-4Hz-guitar10.wav","Theta",0,"guitar","1192.avi","1145.avi","1191.avi","1160.avi",4
16,"1145.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar","1191.avi","1192.avi","1145.avi","1160.avi",3
