trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1086.avi","oneeighty","sin-oneeighty-4Hz-ep21.wav","Theta",180,"ep"
2,"1159.avi","zero","sin-zero-4Hz-yann7.wav","Theta",0,"yann"
3,"1058.avi","zero","sin-zero-4Hz-ep9.wav","Theta",0,"ep"
4,"1138.avi","oneeighty","sin-oneeighty-4Hz-synth16.wav","Theta",180,"synth"
5,"1080.avi","oneeighty","sin-oneeighty-4Hz-ep18.wav","Theta",180,"ep"
6,"1018.avi","zero","sin-zero-4Hz-dar11.wav","Theta",0,"dar"
7,"1044.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
8,"1183.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
9,"1170.avi","oneeighty","sin-oneeighty-4Hz-yann22.wav","Theta",180,"yann"
10,"1130.avi","oneeighty","sin-oneeighty-4Hz-synth18.wav","Theta",180,"synth"
11,"1152.avi","zero","sin-zero-4Hz-yann6.wav","Theta",0,"yann"
12,"1099.avi","zero","sin-zero-4Hz-synth2.wav","Theta",0,"synth"
13,"1110.avi","zero","sin-zero-4Hz-synth12.wav","Theta",0,"synth"
14,"1012.avi","zero","sin-zero-4Hz-dar10.wav","Theta",0,"dar"
15,"1041.avi","oneeighty","sin-oneeighty-4Hz-dar14.wav","Theta",180,"dar"
16,"1051.avi","zero","sin-zero-4Hz-ep4.wav","Theta",0,"ep"
