respMat_ 1,respMat_ 2,respMat_ 3,respMat_ 4,respMat_ 5,respMat_ 6,respMat_ 7,respMat_ 8,respMat_ 9,respMat_10,respMat_11
2,6,1,1020.avi,zero,sin-zero-4Hz-dar4.wav,0,dar,2,2.12442890153034,353456.213397249
2,6,2,1037.avi,oneeighty,sin-oneeighty-4Hz-dar20.wav,180,dar,2,2.58855403226335,353463.517263738
2,6,3,1187.avi,oneeighty,sin-oneeighty-4Hz-orch23.wav,180,orch,4,1.58306575159077,353470.954549393
2,6,4,1098.avi,zero,sin-zero-4Hz-guitar12.wav,0,guitar,1,0.234079503221437,353478.951411464
2,6,5,1154.avi,zero,sin-zero-4Hz-orch4.wav,0,orch,1,0.897523919295054,353484.815887367
2,6,6,1045.avi,oneeighty,sin-oneeighty-4Hz-dar18.wav,180,dar,5,0.361204095184803,353491.160128838
2,6,7,1182.avi,oneeighty,sin-oneeighty-4Hz-orch19.wav,180,orch,2,0.517999091360252,353497.171192941
2,6,8,1095.avi,oneeighty,sin-oneeighty-4Hz-ep22.wav,180,ep,4,0.439943309000228,353502.329197225
2,6,9,1055.avi,zero,sin-zero-4Hz-ep8.wav,0,ep,2,1.17843508080114,353509.206588895
2,6,10,1165.avi,zero,sin-zero-4Hz-orch8.wav,0,orch,1,0.23436688259244,353516.07066301
2,6,11,1114.avi,zero,sin-zero-4Hz-guitar11.wav,0,guitar,1,1.05240144353593,353521.748480316
2,6,12,1139.avi,oneeighty,sin-oneeighty-4Hz-guitar15.wav,180,guitar,5,0.321515563642606,353528.679225223
2,6,13,1076.avi,oneeighty,sin-oneeighty-4Hz-ep16.wav,180,ep,4,0.302279865776654,353534.330390211
2,6,14,1124.avi,oneeighty,sin-oneeighty-4Hz-guitar14.wav,180,guitar,1,0.296018498542253,353539.248594875
2,6,15,1066.avi,zero,sin-zero-4Hz-ep12.wav,0,ep,4,0.284784140996635,353544.859790292
2,6,16,1010.avi,zero,sin-zero-4Hz-dar10.wav,0,dar,2,0.340440336323809,353551.563945368
