trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1180-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar24.wav","Gamma",180,"guitar"
2,"1178-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar3.wav","Gamma",270,"guitar"
3,"1154-sin-37.5Hz-ninety.avi","zero","sin-zero-ep21.wav","Gamma",0,"ep"
4,"1192-sin-37.5Hz-ninety.avi","twoseventy","sin-twoseventy-guitar2.wav","Gamma",270,"guitar"
5,"1166-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep5.wav","Gamma",90,"ep"
6,"1007-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch16.wav","Theta",180,"orch"
7,"1023-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch9.wav","Theta",0,"orch"
8,"1020-sin-4Hz-ninety.avi","zero-4Hz","sin-zero-4Hz-orch7.wav","Theta",0,"orch"
9,"1183-sin-37.5Hz-ninety.avi","oneeighty","sin-oneeighty-guitar12.wav","Gamma",180,"guitar"
10,"1160-sin-37.5Hz-ninety.avi","zero","sin-zero-ep20.wav","Gamma",0,"ep"
11,"1021-sin-4Hz-ninety.avi","oneeighty-4Hz","sin-oneeighty-4Hz-orch15.wav","Theta",180,"orch"
12,"1156-sin-37.5Hz-ninety.avi","ninety","sin-ninety-ep6.wav","Gamma",90,"ep"
