trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1145.avi","zero","sin-zero-4Hz-ep8.wav","Theta",0,"ep"
2,"1065.avi","zero","sin-zero-4Hz-choir3.wav","Theta",0,"choir"
3,"1147.avi","zero","sin-zero-4Hz-ep6.wav","Theta",0,"ep"
4,"1040.avi","oneeighty","sin-oneeighty-4Hz-acoustic22.wav","Theta",180,"acoustic"
5,"1095.avi","oneeighty","sin-oneeighty-4Hz-choir13.wav","Theta",180,"choir"
6,"1053.avi","zero","sin-zero-4Hz-choir2.wav","Theta",0,"choir"
7,"1128.avi","oneeighty","sin-oneeighty-4Hz-dar18.wav","Theta",180,"dar"
8,"1035.avi","oneeighty","sin-oneeighty-4Hz-acoustic25.wav","Theta",180,"acoustic"
9,"1116.avi","zero","sin-zero-4Hz-dar12.wav","Theta",0,"dar"
10,"1076.avi","oneeighty","sin-oneeighty-4Hz-choir15.wav","Theta",180,"choir"
11,"1184.avi","oneeighty","sin-oneeighty-4Hz-ep16.wav","Theta",180,"ep"
12,"1188.avi","oneeighty","sin-oneeighty-4Hz-ep20.wav","Theta",180,"ep"
13,"1003.avi","zero","sin-zero-4Hz-acoustic9.wav","Theta",0,"acoustic"
14,"1126.avi","oneeighty","sin-oneeighty-4Hz-dar20.wav","Theta",180,"dar"
15,"1001.avi","zero","sin-zero-4Hz-acoustic10.wav","Theta",0,"acoustic"
16,"1108.avi","zero","sin-zero-4Hz-dar3.wav","Theta",0,"dar"
