trialnumber,moviename,soundfolder,soundname,frequency,soundphase,soundcat
1,"1018.avi","zero","sin-zero-4Hz-guitar8.wav","Theta",0,"guitar"
2,"1172.avi","oneeighty","sin-oneeighty-4Hz-yann13.wav","Theta",180,"yann"
3,"1093.avi","oneeighty","sin-oneeighty-4Hz-orch22.wav","Theta",180,"orch"
4,"1063.avi","zero","sin-zero-4Hz-orch6.wav","Theta",0,"orch"
5,"1041.avi","oneeighty","sin-oneeighty-4Hz-guitar23.wav","Theta",180,"guitar"
6,"1149.avi","zero","sin-zero-4Hz-yann4.wav","Theta",0,"yann"
7,"1105.avi","zero","sin-zero-4Hz-synth7.wav","Theta",0,"synth"
8,"1086.avi","oneeighty","sin-oneeighty-4Hz-orch24.wav","Theta",180,"orch"
9,"1064.avi","zero","sin-zero-4Hz-orch4.wav","Theta",0,"orch"
10,"1009.avi","zero","sin-zero-4Hz-guitar1.wav","Theta",0,"guitar"
11,"1133.avi","oneeighty","sin-oneeighty-4Hz-synth15.wav","Theta",180,"synth"
12,"1161.avi","zero","sin-zero-4Hz-yann11.wav","Theta",0,"yann"
13,"1029.avi","oneeighty","sin-oneeighty-4Hz-guitar20.wav","Theta",180,"guitar"
14,"1142.avi","oneeighty","sin-oneeighty-4Hz-synth20.wav","Theta",180,"synth"
15,"1190.avi","oneeighty","sin-oneeighty-4Hz-yann24.wav","Theta",180,"yann"
16,"1098.avi","zero","sin-zero-4Hz-synth6.wav","Theta",0,"synth"
